"Codi";"Sigles";"Vots";"percent"
"43110";"Sí - No";"6";"3,64"
"43110";"Sí - En blanc";"2";"1,21"
"43110";"No";"8";"4,85"
"43110";"En blanc";"3";"1,82"
"43110";"Altres";"8";"4,85"
"43117";"Sí - Sí";"81";"91,01"
"43117";"Sí - No";"3";"3,37"
"43117";"Sí - En blanc";"0";",00"
"43117";"No";"3";"3,37"
"43117";"En blanc";"1";"1,12"
"43117";"Altres";"1";"1,12"
"43175";"Sí - Sí";"262";"84,79"
"43175";"Sí - No";"16";"5,18"
"43175";"Sí - En blanc";"4";"1,29"
"43175";"No";"6";"1,94"
"43175";"En blanc";"0";",00"
"43175";"Altres";"21";"6,80"
"25003";"Sí - Sí";"1985";"87,56"
"25003";"Sí - No";"111";"4,90"
"25003";"Sí - En blanc";"43";"1,90"
"25003";"No";"48";"2,12"
"25003";"En blanc";"14";",62"
"25003";"Altres";"66";"2,91"
"25027";"Sí - Sí";"612";"88,57"
"25027";"Sí - No";"24";"3,47"
"25027";"Sí - En blanc";"6";",87"
"25027";"No";"16";"2,32"
"25027";"En blanc";"4";",58"
"25027";"Altres";"29";"4,20"
"25046";"Sí - Sí";"266";"86,93"
"25046";"Sí - No";"14";"4,58"
"25046";"Sí - En blanc";"7";"2,29"
"25046";"No";"5";"1,63"
"25046";"En blanc";"5";"1,63"
"25046";"Altres";"9";"2,94"
"25050";"Sí - Sí";"2034";"90,80"
"25050";"Sí - No";"74";"3,30"
"25050";"Sí - En blanc";"25";"1,12"
"25050";"No";"38";"1,70"
"25050";"En blanc";"11";",49"
"25050";"Altres";"58";"2,59"
"25070";"Sí - Sí";"561";"90,48"
"25070";"Sí - No";"22";"3,55"
"25070";"Sí - En blanc";"6";",97"
"25070";"No";"10";"1,61"
"25070";"En blanc";"6";",97"
"25070";"Altres";"15";"2,42"
"25074";"Sí - Sí";"115";"86,47"
"25074";"Sí - No";"6";"4,51"
"25074";"Sí - En blanc";"0";",00"
"25074";"No";"2";"1,50"
"25074";"En blanc";"5";"3,76"
"25074";"Altres";"5";"3,76"
"25096";"Sí - Sí";"535";"87,99"
"25096";"Sí - No";"17";"2,80"
"25096";"Sí - En blanc";"11";"1,81"
"25096";"No";"16";"2,63"
"25096";"En blanc";"5";",82"
"25096";"Altres";"24";"3,95"
"25109";"Sí - Sí";"163";"92,09"
"25109";"Sí - No";"7";"3,95"
"25109";"Sí - En blanc";"2";"1,13"
"25109";"No";"1";",56"
"25109";"En blanc";"0";",00"
"25109";"Altres";"4";"2,26"
"25130";"Sí - Sí";"131";"91,61"
"25130";"Sí - No";"1";",70"
"25130";"Sí - En blanc";"3";"2,10"
"25130";"No";"3";"2,10"
"25130";"En blanc";"1";",70"
"25130";"Altres";"4";"2,80"
"25145";"Sí - Sí";"48";"92,31"
"25145";"Sí - No";"1";"1,92"
"25145";"Sí - En blanc";"1";"1,92"
"25145";"No";"0";",00"
"25145";"En blanc";"2";"3,85"
"25145";"Altres";"0";",00"
"25154";"Sí - Sí";"82";"96,47"
"25154";"Sí - No";"1";"1,18"
"25154";"Sí - En blanc";"1";"1,18"
"25154";"No";"0";",00"
"25154";"En blanc";"0";",00"
"25154";"Altres";"1";"1,18"
"25157";"Sí - Sí";"97";"88,18"
"25157";"Sí - No";"5";"4,55"
"25157";"Sí - En blanc";"2";"1,82"
"25157";"No";"4";"3,64"
"25157";"En blanc";"1";",91"
"25157";"Altres";"1";",91"
"25176";"Sí - Sí";"205";"89,13"
"25176";"Sí - No";"8";"3,48"
"25176";"Sí - En blanc";"2";",87"
"25176";"No";"6";"2,61"
"25176";"En blanc";"5";"2,17"
"25176";"Altres";"4";"1,74"
"25181";"Sí - Sí";"99";"77,34"
"25181";"Sí - No";"12";"9,38"
"25181";"Sí - En blanc";"5";"3,91"
"25181";"No";"6";"4,69"
"25181";"En blanc";"3";"2,34"
"25181";"Altres";"3";"2,34"
"25902";"Sí - Sí";"337";"89,63"
"25902";"Sí - No";"18";"4,79"
"25902";"Sí - En blanc";"7";"1,86"
"25902";"No";"3";",80"
"25902";"En blanc";"3";",80"
"25902";"Altres";"8";"2,13"
"25217";"Sí - Sí";"5581";"89,17"
"25217";"Sí - No";"319";"5,10"
"25217";"Sí - En blanc";"58";",93"
"25217";"No";"147";"2,35"
"25217";"En blanc";"33";",53"
"25217";"Altres";"121";"1,93"
"25225";"Sí - Sí";"388";"92,60"
"25225";"Sí - No";"16";"3,82"
"25225";"Sí - En blanc";"6";"1,43"
"25225";"No";"3";",72"
"25225";"En blanc";"2";",48"
"25225";"Altres";"4";",95"
"25238";"Sí - Sí";"121";"86,43"
"25238";"Sí - No";"6";"4,29"
"25238";"Sí - En blanc";"3";"2,14"
"25238";"No";"2";"1,43"
"25238";"En blanc";"3";"2,14"
"25238";"Altres";"5";"3,57"
"25242";"Sí - Sí";"444";"87,57"
"25242";"Sí - No";"23";"4,54"
"25242";"Sí - En blanc";"5";",99"
"25242";"No";"11";"2,17"
"25242";"En blanc";"8";"1,58"
"25242";"Altres";"16";"3,16"
"25244";"Sí - Sí";"219";"85,88"
"25244";"Sí - No";"16";"6,27"
"25244";"Sí - En blanc";"2";",78"
"25244";"No";"7";"2,75"
"25244";"En blanc";"1";",39"
"25244";"Altres";"10";"3,92"
"25031";"Sí - Sí";"8";"100,00"
"25031";"Sí - No";"0";",00"
"25031";"Sí - En blanc";"0";",00"
"25031";"No";"0";",00"
"25031";"En blanc";"0";",00"
"25031";"Altres";"0";",00"
"25045";"Sí - Sí";"13";"86,67"
"25045";"Sí - No";"1";"6,67"
"25045";"Sí - En blanc";"0";",00"
"25045";"No";"1";"6,67"
"25045";"En blanc";"0";",00"
"25045";"Altres";"0";",00"
"25057";"Sí - Sí";"31";"57,41"
"25057";"Sí - No";"7";"12,96"
"25057";"Sí - En blanc";"2";"3,70"
"25057";"No";"9";"16,67"
"25057";"En blanc";"1";"1,85"
"25057";"Altres";"4";"7,41"
"25059";"Sí - Sí";"131";"59,82"
"25059";"Sí - No";"26";"11,87"
"25059";"Sí - En blanc";"1";",46"
"25059";"No";"49";"22,37"
"25059";"En blanc";"5";"2,28"
"25059";"Altres";"7";"3,20"
"25063";"Sí - Sí";"9";"64,29"
"25063";"Sí - No";"4";"28,57"
"25063";"Sí - En blanc";"0";",00"
"25063";"No";"1";"7,14"
"25063";"En blanc";"0";",00"
"25063";"Altres";"0";",00"
"25121";"Sí - Sí";"115";"68,45"
"25121";"Sí - No";"18";"10,71"
"25121";"Sí - En blanc";"2";"1,19"
"25121";"No";"15";"8,93"
"25121";"En blanc";"6";"3,57"
"25121";"Altres";"12";"7,14"
"25025";"Sí - Sí";"243";"60,75"
"25025";"Sí - No";"48";"12,00"
"25025";"Sí - En blanc";"7";"1,75"
"25025";"No";"55";"13,75"
"25025";"En blanc";"3";",75"
"25025";"Altres";"44";"11,00"
"25243";"Sí - Sí";"522";"62,37"
"25243";"Sí - No";"132";"15,77"
"25243";"Sí - En blanc";"20";"2,39"
"25243";"No";"91";"10,87"
"25243";"En blanc";"9";"1,08"
"25243";"Altres";"63";"7,53"
"25247";"Sí - Sí";"19";"67,86"
"25247";"Sí - No";"5";"17,86"
"25247";"Sí - En blanc";"1";"3,57"
"25247";"No";"2";"7,14"
"25247";"En blanc";"0";",00"
"25247";"Altres";"1";"3,57"
"08904";"Sí - Sí";"1181";"55,06"
"08904";"Sí - No";"361";"16,83"
"08904";"Sí - En blanc";"36";"1,68"
"08904";"No";"342";"15,94"
"08904";"En blanc";"9";",42"
"08904";"Altres";"216";"10,07"
"08252";"Sí - Sí";"4869";"65,39"
"08252";"Sí - No";"1462";"19,63"
"08252";"Sí - En blanc";"58";",78"
"08252";"No";"646";"8,68"
"08252";"En blanc";"36";",48"
"08252";"Altres";"375";"5,04"
"08051";"Sí - Sí";"7350";"82,62"
"08051";"Sí - No";"847";"9,52"
"08051";"Sí - En blanc";"80";",90"
"08051";"No";"340";"3,82"
"08051";"En blanc";"39";",44"
"08051";"Altres";"240";"2,70"
"08054";"Sí - Sí";"2888";"77,34"
"08054";"Sí - No";"464";"12,43"
"08054";"Sí - En blanc";"34";",91"
"08054";"No";"214";"5,73"
"08054";"En blanc";"18";",48"
"08054";"Altres";"116";"3,11"
"08266";"Sí - Sí";"12063";"72,95"
"08266";"Sí - No";"2487";"15,04"
"08266";"Sí - En blanc";"167";"1,01"
"08266";"No";"1053";"6,37"
"08266";"En blanc";"107";",65"
"08266";"Altres";"660";"3,99"
"08087";"Sí - Sí";"89";"86,41"
"08087";"Sí - No";"8";"7,77"
"08087";"Sí - En blanc";"0";",00"
"08087";"No";"0";",00"
"08087";"En blanc";"3";"2,91"
"08087";"Altres";"3";"2,91"
"08120";"Sí - Sí";"4072";"89,93"
"08120";"Sí - No";"315";"6,96"
"08120";"Sí - En blanc";"18";",40"
"08120";"No";"59";"1,30"
"08120";"En blanc";"14";",31"
"08120";"Altres";"50";"1,10"
"08125";"Sí - Sí";"5782";"69,06"
"08125";"Sí - No";"1352";"16,15"
"08125";"Sí - En blanc";"112";"1,34"
"08125";"No";"617";"7,37"
"08125";"En blanc";"31";",37"
"08125";"Altres";"479";"5,72"
"08156";"Sí - Sí";"3992";"77,59"
"08156";"Sí - No";"633";"12,30"
"08156";"Sí - En blanc";"54";"1,05"
"08156";"No";"265";"5,15"
"08156";"En blanc";"27";",52"
"08156";"Altres";"174";"3,38"
"08167";"Sí - Sí";"1257";"66,83"
"08167";"Sí - No";"321";"17,07"
"08167";"Sí - En blanc";"20";"1,06"
"08167";"No";"195";"10,37"
"08167";"En blanc";"2";",11"
"08167";"Altres";"86";"4,57"
"08179";"Sí - Sí";"257";"82,64"
"08179";"Sí - No";"26";"8,36"
"08179";"Sí - En blanc";"7";"2,25"
"08179";"No";"7";"2,25"
"08179";"En blanc";"2";",64"
"08179";"Altres";"12";"3,86"
"08180";"Sí - Sí";"5319";"67,36"
"08180";"Sí - No";"1293";"16,38"
"08180";"Sí - En blanc";"69";",87"
"08180";"No";"698";"8,84"
"08180";"En blanc";"39";",49"
"08180";"Altres";"478";"6,05"
"08184";"Sí - Sí";"12191";"73,80"
"08184";"Sí - No";"2297";"13,91"
"08184";"Sí - En blanc";"186";"1,13"
"08184";"No";"1028";"6,22"
"08184";"En blanc";"92";",56"
"08184";"Altres";"724";"4,38"
"08187";"Sí - Sí";"47954";"78,30"
"08187";"Sí - No";"6901";"11,27"
"08187";"Sí - En blanc";"568";",93"
"08187";"No";"3186";"5,20"
"08187";"En blanc";"289";",47"
"08187";"Altres";"2343";"3,83"
"08205";"Sí - Sí";"26370";"82,07"
"08205";"Sí - No";"3954";"12,31"
"08205";"Sí - En blanc";"169";",53"
"08205";"No";"967";"3,01"
"08205";"En blanc";"160";",50"
"08205";"Altres";"510";"1,59"
"08223";"Sí - Sí";"988";"89,09"
"08223";"Sí - No";"48";"4,33"
"08223";"Sí - En blanc";"18";"1,62"
"08223";"No";"39";"3,52"
"08223";"En blanc";"5";",45"
"08223";"Altres";"11";",99"
"08238";"Sí - Sí";"6633";"82,62"
"08238";"Sí - No";"927";"11,55"
"08238";"Sí - En blanc";"38";",47"
"08238";"No";"269";"3,35"
"08238";"En blanc";"44";",55"
"08238";"Altres";"117";"1,46"
"08260";"Sí - Sí";"4437";"71,33"
"08260";"Sí - No";"965";"15,51"
"08260";"Sí - En blanc";"52";",84"
"08260";"No";"449";"7,22"
"08260";"En blanc";"22";",35"
"08260";"Altres";"295";"4,74"
"08267";"Sí - Sí";"2325";"81,15"
"08267";"Sí - No";"258";"9,01"
"08267";"Sí - En blanc";"34";"1,19"
"08267";"No";"168";"5,86"
"08267";"En blanc";"8";",28"
"08267";"Altres";"72";"2,51"
"08279";"Sí - Sí";"44900";"77,16"
"08279";"Sí - No";"6882";"11,83"
"08279";"Sí - En blanc";"551";",95"
"08279";"No";"3501";"6,02"
"08279";"En blanc";"282";",48"
"08279";"Altres";"2074";"3,56"
"08290";"Sí - Sí";"877";"89,22"
"08290";"Sí - No";"61";"6,21"
"08290";"Sí - En blanc";"2";",20"
"08290";"No";"16";"1,63"
"08290";"En blanc";"5";",51"
"08290";"Altres";"22";"2,24"
"08291";"Sí - Sí";"1517";"81,38"
"08291";"Sí - No";"216";"11,59"
"08291";"Sí - En blanc";"7";",38"
"08291";"No";"68";"3,65"
"08291";"En blanc";"10";",54"
"08291";"Altres";"46";"2,47"
"08300";"Sí - Sí";"2122";"79,42"
"08300";"Sí - No";"324";"12,13"
"08300";"Sí - En blanc";"14";",52"
"08300";"No";"127";"4,75"
"08300";"En blanc";"11";",41"
"08300";"Altres";"74";"2,77"
"08014";"Sí - Sí";"1130";"88,14"
"08014";"Sí - No";"71";"5,54"
"08014";"Sí - En blanc";"18";"1,40"
"08014";"No";"45";"3,51"
"08014";"En blanc";"13";"1,01"
"08014";"Altres";"5";",39"
"08005";"Sí - Sí";"3083";"87,44"
"08005";"Sí - No";"261";"7,40"
"08005";"Sí - En blanc";"29";",82"
"08005";"No";"84";"2,38"
"08005";"En blanc";"11";",31"
"08005";"Altres";"58";"1,64"
"08023";"Sí - Sí";"2529";"84,70"
"08023";"Sí - No";"220";"7,37"
"08023";"Sí - En blanc";"28";",94"
"08023";"No";"114";"3,82"
"08023";"En blanc";"7";",23"
"08023";"Altres";"88";"2,95"
"08033";"Sí - Sí";"5482";"81,59"
"08033";"Sí - No";"643";"9,57"
"08033";"Sí - En blanc";"60";",89"
"08033";"No";"275";"4,09"
"08033";"En blanc";"31";",46"
"08033";"Altres";"228";"3,39"
"08039";"Sí - Sí";"213";"90,25"
"08039";"Sí - No";"19";"8,05"
"08039";"Sí - En blanc";"2";",85"
"08039";"No";"0";",00"
"08039";"En blanc";"1";",42"
"08039";"Altres";"1";",42"
"08041";"Sí - Sí";"2022";"71,00"
"08041";"Sí - No";"364";"12,78"
"08041";"Sí - En blanc";"35";"1,23"
"08041";"No";"269";"9,45"
"08041";"En blanc";"23";",81"
"08041";"Altres";"135";"4,74"
"08042";"Sí - Sí";"775";"79,41"
"08042";"Sí - No";"102";"10,45"
"08042";"Sí - En blanc";"19";"1,95"
"08042";"No";"30";"3,07"
"08042";"En blanc";"8";",82"
"08042";"Altres";"42";"4,30"
"08046";"Sí - Sí";"5941";"84,68"
"08046";"Sí - No";"669";"9,54"
"08046";"Sí - En blanc";"40";",57"
"08046";"No";"185";"2,64"
"08046";"En blanc";"49";",70"
"08046";"Altres";"132";"1,88"
"08055";"Sí - Sí";"248";"90,18"
"08055";"Sí - No";"9";"3,27"
"08055";"Sí - En blanc";"2";",73"
"08055";"No";"2";",73"
"08055";"En blanc";"3";"1,09"
"08055";"Altres";"11";"4,00"
"08064";"Sí - Sí";"1102";"89,96"
"08064";"Sí - No";"51";"4,16"
"08064";"Sí - En blanc";"8";",65"
"08064";"No";"26";"2,12"
"08064";"En blanc";"7";",57"
"08064";"Altres";"31";"2,53"
"08134";"Sí - Sí";"411";"88,77"
"08134";"Sí - No";"20";"4,32"
"08134";"Sí - En blanc";"3";",65"
"08134";"No";"10";"2,16"
"08134";"En blanc";"4";",86"
"08134";"Altres";"15";"3,24"
"08081";"Sí - Sí";"213";"96,38"
"08081";"Sí - No";"2";",90"
"08081";"Sí - En blanc";"0";",00"
"08081";"No";"2";",90"
"08081";"En blanc";"0";",00"
"08081";"Altres";"4";"1,81"
"08086";"Sí - Sí";"4116";"78,40"
"08086";"Sí - No";"549";"10,46"
"08086";"Sí - En blanc";"44";",84"
"08086";"No";"302";"5,75"
"08086";"En blanc";"23";",44"
"08086";"Altres";"216";"4,11"
"08088";"Sí - Sí";"6006";"87,42"
"08088";"Sí - No";"480";"6,99"
"08088";"Sí - En blanc";"57";",83"
"08088";"No";"164";"2,39"
"08088";"En blanc";"25";",36"
"08088";"Altres";"138";"2,01"
"08095";"Sí - Sí";"32";"96,97"
"08095";"Sí - No";"1";"3,03"
"08095";"Sí - En blanc";"0";",00"
"08095";"No";"0";",00"
"08095";"En blanc";"0";",00"
"08095";"Altres";"0";",00"
"08096";"Sí - Sí";"14638";"82,68"
"08096";"Sí - No";"1695";"9,57"
"08096";"Sí - En blanc";"158";",89"
"08096";"No";"713";"4,03"
"08096";"En blanc";"93";",53"
"08096";"Altres";"407";"2,30"
"08097";"Sí - Sí";"563";"90,66"
"08097";"Sí - No";"25";"4,03"
"08097";"Sí - En blanc";"6";",97"
"08097";"No";"14";"2,25"
"08097";"En blanc";"3";",48"
"08097";"Altres";"10";"1,61"
"08105";"Sí - Sí";"1416";"56,39"
"08105";"Sí - No";"445";"17,72"
"08105";"Sí - En blanc";"36";"1,43"
"08105";"No";"358";"14,26"
"08105";"En blanc";"17";",68"
"08105";"Altres";"239";"9,52"
"08107";"Sí - Sí";"3103";"78,22"
"08107";"Sí - No";"482";"12,15"
"08107";"Sí - En blanc";"41";"1,03"
"08107";"No";"184";"4,64"
"08107";"En blanc";"20";",50"
"08107";"Altres";"137";"3,45"
"08108";"Sí - Sí";"1604";"75,62"
"08108";"Sí - No";"256";"12,07"
"08108";"Sí - En blanc";"19";",90"
"08108";"No";"138";"6,51"
"08108";"En blanc";"13";",61"
"08108";"Altres";"91";"4,29"
"08106";"Sí - Sí";"2876";"82,43"
"08106";"Sí - No";"289";"8,28"
"08106";"Sí - En blanc";"33";",95"
"08106";"No";"164";"4,70"
"08106";"En blanc";"8";",23"
"08106";"Altres";"119";"3,41"
"08115";"Sí - Sí";"1204";"73,64"
"08115";"Sí - No";"202";"12,35"
"08115";"Sí - En blanc";"19";"1,16"
"08115";"No";"108";"6,61"
"08115";"En blanc";"10";",61"
"08115";"Altres";"92";"5,63"
"08124";"Sí - Sí";"8887";"71,31"
"08124";"Sí - No";"1881";"15,09"
"08124";"Sí - En blanc";"108";",87"
"08124";"No";"904";"7,25"
"08124";"En blanc";"55";",44"
"08124";"Altres";"627";"5,03"
"08135";"Sí - Sí";"1664";"71,60"
"08135";"Sí - No";"369";"15,88"
"08135";"Sí - En blanc";"21";",90"
"08135";"No";"160";"6,88"
"08135";"En blanc";"6";",26"
"08135";"Altres";"104";"4,48"
"08136";"Sí - Sí";"2168";"64,10"
"08136";"Sí - No";"613";"18,13"
"08136";"Sí - En blanc";"45";"1,33"
"08136";"No";"301";"8,90"
"08136";"En blanc";"22";",65"
"08136";"Altres";"233";"6,89"
"08137";"Sí - Sí";"178";"91,75"
"08137";"Sí - No";"8";"4,12"
"08137";"Sí - En blanc";"0";",00"
"08137";"No";"3";"1,55"
"08137";"En blanc";"1";",52"
"08137";"Altres";"4";"2,06"
"08159";"Sí - Sí";"4122";"74,97"
"08159";"Sí - No";"729";"13,26"
"08159";"Sí - En blanc";"56";"1,02"
"08159";"No";"360";"6,55"
"08159";"En blanc";"32";",58"
"08159";"Altres";"199";"3,62"
"08181";"Sí - Sí";"3204";"81,63"
"08181";"Sí - No";"368";"9,38"
"08181";"Sí - En blanc";"37";",94"
"08181";"No";"178";"4,54"
"08181";"En blanc";"26";",66"
"08181";"Altres";"112";"2,85"
"08198";"Sí - Sí";"2213";"85,31"
"08198";"Sí - No";"205";"7,90"
"08198";"Sí - En blanc";"29";"1,12"
"08198";"No";"76";"2,93"
"08198";"En blanc";"14";",54"
"08198";"Altres";"57";"2,20"
"08202";"Sí - Sí";"5863";"87,40"
"08202";"Sí - No";"426";"6,35"
"08202";"Sí - En blanc";"62";",92"
"08202";"No";"181";"2,70"
"08202";"En blanc";"31";",46"
"08202";"Altres";"145";"2,16"
"08207";"Sí - Sí";"1294";"93,43"
"08207";"Sí - No";"34";"2,45"
"08207";"Sí - En blanc";"9";",65"
"08207";"No";"16";"1,16"
"08207";"En blanc";"16";"1,16"
"08207";"Altres";"16";"1,16"
"08210";"Sí - Sí";"2156";"89,16"
"08210";"Sí - No";"141";"5,83"
"08210";"Sí - En blanc";"36";"1,49"
"08210";"No";"46";"1,90"
"08210";"En blanc";"9";",37"
"08210";"Altres";"30";"1,24"
"08209";"Sí - Sí";"2150";"78,38"
"08209";"Sí - No";"296";"10,79"
"08209";"Sí - En blanc";"25";",91"
"08209";"No";"224";"8,17"
"08209";"En blanc";"11";",40"
"08209";"Altres";"37";"1,35"
"08234";"Sí - Sí";"1391";"86,56"
"08234";"Sí - No";"107";"6,66"
"08234";"Sí - En blanc";"18";"1,12"
"08234";"No";"40";"2,49"
"08234";"En blanc";"8";",50"
"08234";"Altres";"43";"2,68"
"08239";"Sí - Sí";"210";"87,87"
"08239";"Sí - No";"19";"7,95"
"08239";"Sí - En blanc";"5";"2,09"
"08239";"No";"2";",84"
"08239";"En blanc";"0";",00"
"08239";"Altres";"3";"1,26"
"08248";"Sí - Sí";"2240";"82,78"
"08248";"Sí - No";"230";"8,50"
"08248";"Sí - En blanc";"29";"1,07"
"08248";"No";"103";"3,81"
"08248";"En blanc";"10";",37"
"08248";"Altres";"94";"3,47"
"08256";"Sí - Sí";"324";"89,01"
"08256";"Sí - No";"24";"6,59"
"08256";"Sí - En blanc";"3";",82"
"08256";"No";"8";"2,20"
"08256";"En blanc";"1";",27"
"08256";"Altres";"4";"1,10"
"08259";"Sí - Sí";"3384";"86,99"
"08259";"Sí - No";"234";"6,02"
"08259";"Sí - En blanc";"32";",82"
"08259";"No";"104";"2,67"
"08259";"En blanc";"29";",75"
"08259";"Altres";"107";"2,75"
"08276";"Sí - Sí";"143";"86,14"
"08276";"Sí - No";"9";"5,42"
"08276";"Sí - En blanc";"4";"2,41"
"08276";"No";"4";"2,41"
"08276";"En blanc";"4";"2,41"
"08276";"Altres";"2";"1,20"
"08294";"Sí - Sí";"988";"88,45"
"08294";"Sí - No";"71";"6,36"
"08294";"Sí - En blanc";"16";"1,43"
"08294";"No";"20";"1,79"
"08294";"En blanc";"2";",18"
"08294";"Altres";"20";"1,79"
"08296";"Sí - Sí";"822";"80,27"
"08296";"Sí - No";"128";"12,50"
"08296";"Sí - En blanc";"4";",39"
"08296";"No";"36";"3,52"
"08296";"En blanc";"5";",49"
"08296";"Altres";"29";"2,83"
"08306";"Sí - Sí";"211";"81,78"
"08306";"Sí - No";"13";"5,04"
"08306";"Sí - En blanc";"5";"1,94"
"08306";"No";"11";"4,26"
"08306";"En blanc";"2";",78"
"08306";"Altres";"16";"6,20"
"08902";"Sí - Sí";"1531";"80,83"
"08902";"Sí - No";"199";"10,51"
"08902";"Sí - En blanc";"21";"1,11"
"08902";"No";"83";"4,38"
"08902";"En blanc";"5";",26"
"08902";"Altres";"55";"2,90"
